,0,1,2,3,4,5,6,7,8,9
0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,0.1,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.09999999999999998,0.1,0.09999999999999999
3,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999994,0.10000000000000002,0.10000000000000002
4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000005
5,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999999,0.10000000000000002,0.1,0.09999999999999995,0.1,0.09999999999999998
6,0.10000000000000003,0.1,0.10000000000000003,0.09999999999999999,0.09999999999999996,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003
7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8,0.09999999999999996,0.1,0.09999999999999999,0.1,0.09999999999999998,0.1,0.09999999999999999,0.1,0.1,0.09999999999999999
9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000002,0.10000000000000002
10,0.09999999999999999,0.10000000000000005,0.09999999999999998,0.09999999999999998,0.1,0.09999999999999998,0.09999999999999999,0.09999999999999998,0.09999999999999998,0.09999999999999998
11,0.1,0.09999999999999998,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1
12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,0.10000000000000002,0.09999999999999991,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002
14,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1
15,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999999,0.09999999999999995,0.09999999999999999,0.1,0.1,0.1,0.09999999999999999
16,0.1,0.1,0.09999999999999999,0.1,0.1,0.1,0.09999999999999999,0.1,0.1,0.1
17,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999996
18,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
19,0.0999999999999999,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003
20,0.1,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
21,0.09999999999999998,0.09999999999999998,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002
22,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999991
23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
25,0.1,0.1,0.1,0.1,0.09999999999999999,0.1,0.1,0.1,0.09999999999999999,0.1
26,0.09999999999999998,0.1,0.1,0.09999999999999999,0.09999999999999999,0.1,0.1,0.1,0.1,0.09999999999999999
27,0.1,0.1,0.1,0.1,0.1,0.09999999999999998,0.09999999999999999,0.1,0.1,0.1
28,0.09999999999999999,0.1,0.1,0.1,0.1,0.09999999999999999,0.1,0.09999999999999999,0.1,0.1
29,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.1
30,0.09999999999999998,0.1,0.09999999999999999,0.1,0.1,0.09999999999999999,0.1,0.09999999999999996,0.1,0.09999999999999999
31,0.09999999999999998,0.1,0.1,0.09999999999999999,0.1,0.1,0.1,0.09999999999999999,0.09999999999999999,0.1
32,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.1,0.09999999999999992,0.10000000000000003,0.09999999999999996,0.10000000000000003,0.10000000000000003,0.10000000000000003
33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
34,0.10000000000000005,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1
35,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.10000000000000002,0.1,0.1,0.1
36,0.09999999999999987,0.10000000000000003,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.10000000000000003,0.09999999999999998
37,0.1,0.10000000000000002,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1
38,0.09999999999999999,0.1,0.09999999999999999,0.09999999999999999,0.09999999999999999,0.1,0.1,0.09999999999999999,0.09999999999999999,0.09999999999999999
39,0.09999999999999994,0.09999999999999999,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.1
40,0.10000000000000002,0.09999999999999994,0.10000000000000002,0.10000000000000002,0.09999999999999999,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002
41,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000005
42,0.1,0.1,0.1,0.1,0.09999999999999999,0.09999999999999999,0.1,0.1,0.1,0.09999999999999999
43,0.10000000000000006,0.1,0.1,0.10000000000000002,0.1,0.1,0.10000000000000003,0.1,0.1,0.1
44,0.10000000000000003,0.1,0.1,0.1,0.10000000000000003,0.10000000000000002,0.1,0.1,0.1,0.10000000000000002
45,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000005,0.1,0.10000000000000002,0.1,0.10000000000000003,0.1,0.1
46,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.09999999999999999,0.1,0.1,0.09999999999999999,0.10000000000000002,0.10000000000000002
47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000005
48,0.09999999999999996,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999999,0.1,0.10000000000000002,0.10000000000000002,0.09999999999999996,0.10000000000000002
49,0.09999999999999999,0.10000000000000002,0.1,0.09999999999999998,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999998
50,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999992
51,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999999
52,0.1,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1
53,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999995
54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
55,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999987
56,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999998,0.09999999999999999,0.09999999999999999,0.1,0.10000000000000002,0.1
57,0.09999999999999994,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002
58,0.1,0.1,0.1,0.09999999999999999,0.1,0.09999999999999999,0.1,0.1,0.09999999999999996,0.09999999999999998
59,0.10000000000000002,0.1,0.09999999999999999,0.09999999999999999,0.10000000000000002,0.09999999999999996,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002
60,0.09999999999999995,0.1,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999999
61,0.09999999999999999,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999998,0.09999999999999999
62,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999996,0.09999999999999987
63,0.09999999999999999,0.10000000000000002,0.09999999999999998,0.10000000000000002,0.10000000000000002,0.1,0.1,0.10000000000000002,0.10000000000000002,0.09999999999999999
64,0.1,0.1,0.1,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1
65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09999999999999998
66,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.10000000000000002
68,0.10000000000000002,0.1,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.1,0.10000000000000002,0.1,0.10000000000000002,0.09999999999999985
69,0.1,0.1,0.09999999999999999,0.1,0.1,0.1,0.09999999999999995,0.1,0.09999999999999999,0.09999999999999995
70,0.1,0.1,0.1,0.1,0.09999999999999999,0.09999999999999999,0.1,0.09999999999999998,0.09999999999999998,0.09999999999999996
71,0.1,0.1,0.1,0.1,0.1,0.10000000000000002,0.1,0.1,0.1,0.1
72,0.09999999999999998,0.09999999999999999,0.09999999999999999,0.1,0.1,0.1,0.1,0.09999999999999998,0.09999999999999999,0.1
73,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.09999999999999999,0.1,0.09999999999999999,0.09999999999999999,0.1
