,0
0,0.0
1,160.78691468258754
2,138.75485310220375
3,130.14286207417675
4,130.1930985199263
5,139.99184169566598
6,123.2829199255868
7,126.99607356160065
8,148.04127744591605
9,162.1860633157196
10,126.62620089895339
11,111.88008281547455
12,123.78207035069036
13,107.74347384806804
14,89.68055300546037
15,87.12327566095878
16,64.36143848080309
17,62.25809296570144
18,62.01305406585056
19,60.58784398409991
20,62.739023051946944
21,67.45909922999667
22,65.7297847632822
23,84.59492985190136
24,105.52005602282546
25,125.2948513422472
26,95.07493636315148
27,98.11891763382494
28,96.50800854489015
29,99.09764788565802
30,108.2147728024478
31,92.06885604066288
32,101.19232241561224
33,99.33654267075869
34,44.059542503930494
35,56.48188974785193
36,71.23593080379965
37,120.17737452242119
38,71.52441596813266
39,68.3164188335168
40,72.68405669793314
41,83.0075506621021
42,79.48803271008427
43,60.017143439821695
44,63.581506902912196
45,59.61060719059792
46,45.787790958639675
47,35.94398547052844
48,35.230936734043915
49,27.27735154853155
50,16.84608008452333
51,2.488282407786646
52,8.458662688005214
53,19.485659689504953
54,18.665301001118983
55,53.47997857299036
56,119.21826827467359
57,100.53866419047193
58,90.1437469623502
59,119.19679842913516
60,108.87766841482605
61,96.48942059928227
62,91.03067001049799
63,95.64180212323848
64,95.46294369664969
65,99.19392168727792
66,112.14922390679982
67,97.01614444195673
68,93.72938803657304
69,107.78620861437531
70,86.05434257378626
71,62.62060440050572
72,73.25488390196324
73,48.18502897006054
74,53.67341065686164
75,68.19026063263809
76,88.98962879822588
77,76.24824690877743
78,52.360311995630695
79,72.08328667494266
80,81.8609025927516
81,59.80559693355379
82,74.73723327117115
83,102.7327712026152
84,73.8295182564083
85,82.89432120340612
86,95.8660714271757
87,142.81869603943673
88,91.34622633925741
89,85.6045531723985
90,80.39453023215226
91,102.93270968471684
92,123.76193692561657
