,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,005380,009830,006120,026960,005850,016380,007310,001630,008060,017960,010690,012030,003920,003570,008350,007570,005390,000860,001250,035150,012610,011300,006890,003720,014530,011700,009070,003650,004060,008870
1,005380,009830,006120,026960,005850,016380,007310,001630,008060,017960,010690,012030,003920,003570,008350,007570,005390,000860,001250,035150,012610,011300,006890,003720,014530,011700,009070,003650,004060,008870
2,006120,026960,005850,007310,001630,008060,017960,010690,012030,003920,003570,008350,007570,000860,001250,035150,011300,006890,003720,014530,009070,004060,008870,000660,000100,017800,003000,004700,002900,017040
3,006120,026960,007310,001630,008060,017960,010690,012030,003920,003570,008350,007570,000860,001250,035150,011300,006890,003720,014530,009070,004060,008870,000100,017040,005380,000640,006280,016800,005430,009470
4,006120,026960,007310,001630,008060,010690,012030,003920,003570,000860,001250,035150,006890,003720,009070,008870,000100,017040,005380,000640,006280,016800,011790,036460,005090,003000,007810,003160,033920,010100
5,006120,026960,007310,001630,008060,010690,003920,003570,000860,001250,035150,003720,009070,000100,017040,000640,006280,016800,036460,005090,007810,003160,033920,010100,017800,018670,012610,005430,009470,004540
6,006120,007310,001630,010690,003570,000860,001250,035150,003720,009070,000100,017040,006280,016800,036460,005090,007810,003160,033920,010100,018670,012610,005490,021240,011790,002790,001040,016380,011760,004840
7,007310,001630,010690,003570,000860,001250,035150,003720,009070,000100,017040,016800,036460,007810,003160,033920,010100,018670,021240,011790,002790,011760,004840,018880,004800,026890,003280,029530,016880,009470
8,010690,003570,000860,001250,003720,009070,000100,017040,016800,036460,007810,003160,033920,010100,018670,021240,011790,011760,018880,026890,003280,029530,009470,001040,005300,002310,016580,010580,007210,002600
9,010690,003720,009070,000100,016800,036460,007810,003160,033920,018670,021240,011790,011760,018880,026890,003280,009470,001040,005300,002310,016580,010580,007210,005490,004370,001680,024720,020120,002390,016880
10,003720,000100,016800,036460,007810,033920,021240,011790,011760,018880,026890,003280,009470,001040,005300,002310,016580,010580,007210,005490,004370,001680,024720,002390,016880,004800,029460,001390,004840,017040
11,003720,000100,016800,036460,007810,033920,021240,011790,011760,018880,026890,003280,001040,005300,002310,016580,010580,007210,005490,004370,024720,002390,016880,004800,001390,004840,017040,010690,003920,001520
12,003720,000100,016800,036460,007810,021240,011790,011760,018880,026890,003280,001040,005300,002310,016580,010580,007210,004370,024720,002390,016880,004800,004840,010690,001520,003550,012750,005880,004360,011700
13,003720,000100,007810,021240,011790,011760,018880,026890,003280,001040,005300,002310,016580,010580,007210,004370,024720,002390,004800,004840,001520,003550,012750,004360,005490,006400,011780,003090,003030,003160
