,0
0,0.0
1,95.26336006602219
2,112.42979907826998
3,123.3293643446166
4,132.04394541300383
5,147.28780608377318
6,144.69425819821785
7,136.0920031971987
8,126.69965748060656
9,130.6462502830498
10,133.8902464388698
11,129.46651703847039
12,128.98278663735005
13,127.76954001805825
14,124.58785988583915
15,132.98564638337004
16,141.09005721066868
17,142.8135095831343
18,139.8902583113935
19,142.1413749097527
20,125.7141176444764
21,131.86474383506314
22,114.6445777785266
23,119.07840236297088
24,130.11865951052917
25,125.77889386015109
26,133.37981572466902
27,133.97779964848144
28,129.4985480167697
29,139.2170049152492
30,141.81394300386873
31,133.19641743596637
32,132.33294937199506
33,116.8321427600684
34,127.3798060273255
35,162.16073076544504
36,163.85803197541819
37,185.7471846080974
38,171.24486425119105
39,169.78690615191235
40,187.90853984372072
41,206.45121562046685
42,188.54748025305713
43,172.23591798822721
44,186.06445691892293
45,191.86341272752662
46,142.15086209648678
47,158.41513665697738
48,155.7372615810234
49,177.27898033266914
50,188.57044826977068
51,194.57773822161158
52,203.47172456697734
53,185.73758355872337
54,193.62609575134582
55,174.4460008585197
56,174.14162638765487
57,189.83058876509426
58,184.108985968824
59,188.3991668051238
60,199.65636354713965
61,185.07435177259111
62,152.86128649868164
63,123.25039506986894
64,163.28889946612583
65,170.837648038033
66,166.28759765288476
67,195.75720061204441
68,210.05554858237497
69,212.19993814230835
70,208.08603881976597
71,254.98202964451204
72,286.74704065955194
73,300.94767139298295
74,309.05302026914853
75,324.70667311012795
76,366.3846431959729
77,404.39422156014933
78,428.0972398057293
79,399.76683924928284
80,391.30031831847924
81,385.21585489160054
82,374.0036776888032
83,330.1030011707065
84,369.8135260516065
85,319.16374216936987
86,328.1024693882215
87,360.4415584684519
88,377.13368987983193
89,376.59551507211336
90,311.1030795311804
91,328.4221378365567
92,346.8667207684172
93,282.2171631523441
94,284.97792086280054
95,325.53007762339723
96,303.62066262876135
97,351.0336724517209
98,360.56026327435296
99,389.41041616239147
100,399.0046060422265
101,403.5849632435854
102,448.0234529001346
103,440.26397114655424
104,444.3226479487854
