,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,005490,033780,003490,001570,009830,004020,006740,006120,017800,007310,006280,018670,002620,007340,008060,005090,025620,016800,003920,001520,005720,001250,006890,014530,011700,024090,005430,009070,009470,017040
1,005490,033780,003490,001570,009830,004020,006740,006120,017800,007310,006280,018670,002620,007340,008060,005090,025620,016800,003920,001520,005720,001250,006890,014530,011700,024090,005430,009070,009470,017040
2,005490,033780,009830,004020,006120,017800,007310,006280,018670,002620,005090,016800,003920,001520,001250,006890,014530,011700,024090,005430,009070,009470,017040,003550,000100,006040,001740,001630,011810,007570
3,009830,004020,006120,017800,007310,006280,018670,005090,016800,003920,001520,001250,006890,014530,024090,005430,009070,009470,017040,003550,000100,001740,001630,006740,001820,017390,011760,004380,005720,000390
4,004020,017800,007310,006280,018670,005090,016800,001520,001250,006890,009470,017040,003550,000100,001740,001630,006740,001820,011760,005720,000390,005490,006400,011790,001040,006040,001530,020120,033530,011700
5,004020,017800,007310,006280,018670,005090,016800,001520,001250,006890,009470,017040,003550,000100,001740,006740,001820,000390,005490,006400,001040,001530,011700,001390,003280,003920,016580,010580,003160,002700
6,017800,007310,006280,018670,005090,016800,001520,001250,009470,017040,003550,000100,001740,001820,005490,006400,011700,001390,003280,003920,016580,010580,003160,001570,006040,007340,029530,011760,005720,009070
7,017800,007310,006280,018670,005090,016800,001520,001250,009470,017040,003550,000100,001820,005490,006400,011700,001390,003280,003920,010580,007340,029530,011760,005720,009070,004150,017390,020120,014530,002700
8,007310,018670,005090,016800,001520,009470,017040,003550,001820,005490,006400,003280,003920,010580,007340,029530,011760,005720,009070,004150,017390,020120,014530,002700,005610,003030,006650,016580,003160,011280
9,007310,018670,005090,001520,009470,017040,003550,001820,005490,006400,003280,003920,010580,007340,011760,005720,009070,004150,017390,020120,002700,005610,006650,016580,003160,011280,018880,001040,019170,000500
10,007310,018670,005090,001520,009470,017040,003550,001820,005490,006400,003280,003920,010580,007340,011760,005720,004150,017390,020120,002700,005610,006650,016580,011280,018880,019170,000480,002350,024720,033530
11,005090,001520,017040,003550,005490,006400,003280,003920,010580,007340,011760,004150,017390,020120,002700,005610,006650,011280,019170,002350,024720,000210,006740,001040,003030,002310,004360,012170,005680,000300
12,005090,001520,017040,006400,003280,003920,010580,011760,004150,017390,002700,005610,006650,011280,019170,002350,024720,000210,006740,001040,003030,004360,012170,005680,000300,001740,025540,033530,000500,018500
13,001520,006400,010580,011760,004150,017390,002700,006650,011280,019170,002350,024720,000210,001040,003030,004360,000300,001740,025540,005490,035720,003550,010950,018880,006040,006280,007340,001820,020120,000390
14,001520,006400,010580,017390,002700,006650,011280,019170,002350,024720,000210,003030,001740,025540,005490,035720,003550,010950,018880,006040,006280,020120,000390,012330,005610,001390,005680,000500,000040,024090
15,001520,006400,010580,017390,002700,006650,019170,002350,000210,003030,001740,025540,005490,035720,003550,010950,006040,006280,020120,005610,001390,000040,024090,033780,002380,011760,005720,012170,003160,009190
16,006400,010580,017390,002700,006650,019170,002350,001740,025540,005490,003550,010950,006040,006280,020120,005610,000040,024090,033780,002380,011760,005720,003160,009190,018880,018670,007340,029530,005680,018500
17,006400,010580,017390,002700,006650,019170,002350,001740,025540,003550,006040,006280,020120,005610,000040,024090,033780,002380,011760,009190,007340,005680,018500,003230,007460,025620,024720,015360,012170,011280
18,006400,010580,017390,002700,006650,019170,002350,001740,005610,000040,024090,033780,002380,011760,009190,005680,018500,003230,007460,025620,024720,015360,011280,010130,018880,003410,007690,009580,010820,009180
19,010580,017390,006650,019170,002350,001740,005610,000040,033780,002380,009190,005680,007460,024720,015360,011280,010130,018880,007690,009580,009180,004020,001680,000430,007570,016580,005720,020120,004080,017550
20,010580,006650,019170,001740,005610,000040,033780,009190,005680,007460,015360,011280,010130,018880,007690,009580,009180,000430,017550,006400,003550,005950,004430,025860,004250,024900,010820,002780,011690,004090
21,010580,006650,019170,001740,005610,000040,033780,009190,005680,011280,010130,018880,007690,009580,009180,000430,017550,006400,005950,024900,010820,004090,004170,006280,001230,007340,024720,029530,002700,024090
22,019170,001740,005610,000040,033780,009190,005680,011280,010130,018880,007690,009580,009180,005950,024900,004090,004170,001230,007340,029530,002700,024090,007460,001390,025620,015360,013570,020120,011690,005430
23,019170,005610,033780,005680,011280,007690,009180,005950,024900,004090,004170,029530,001390,025620,013570,020120,011690,005430,014680,017800,002380,003230,018670,002030,020000,024720,017390,016580,005390,005720
24,019170,005610,033780,005680,007690,009180,024900,004090,004170,001390,025620,013570,020120,011690,005430,014680,017800,002380,003230,018670,002030,017390,016580,035720,001570,003410,000070,007460,004490,004710
25,019170,005610,033780,007690,009180,024900,004090,004170,025620,020120,011690,017800,002380,003230,017390,016580,001570,003410,000070,004490,004710,003490,012630,001740,033180,020000,004430,025860,005720,002780
26,019170,005610,007690,009180,024900,004090,004170,025620,020120,011690,003230,017390,003410,000070,004490,004710,012630,001740,033180,025860,002780,018670,001230,001630,007460,016800,013570,001080,005430,000300
27,005610,007690,009180,024900,004090,025620,020120,011690,003230,017390,003410,004710,012630,033180,025860,002780,018670,001230,007460,016800,013570,005430,000300,020000,024720,001340,003570,004250,014530,024090
28,005610,007690,009180,025620,020120,011690,003230,004710,012630,018670,001230,007460,016800,005430,000300,020000,003570,004250,014530,024090,019170,000480,004490,001390,003280,001520,015890,012170,011280,017040
29,005610,007690,009180,020120,011690,003230,004710,012630,018670,007460,016800,000300,003570,004250,014530,004490,001390,003280,001520,011280,017040,002620,011810,000070,033180,025860,013570,001130,008700,004090
30,005610,007690,009180,003230,012630,007460,016800,000300,003570,004250,014530,001390,003280,011810,000070,033180,025860,013570,001130,008700,004090,001570,009830,001040,014680,000150,020000,015890,002020,002780
31,007690,009180,012630,007460,016800,000300,003570,014530,001390,003280,000070,033180,025860,013570,008700,004090,001570,009830,014680,000150,020000,033780,000240,004170,001740,001520,017390,012170,033530,024090
