,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,005490,009830,036460,004170,006120,006040,005850,016380,007310,006280,002620,007340,008060,002240,005090,010690,012030,016800,003920,001520,009160,005390,000860,001250,012610,006890,033920,011700,024090,009070
1,005490,009830,036460,004170,006120,006040,005850,016380,007310,006280,002620,007340,008060,002240,005090,010690,012030,016800,003920,001520,009160,005390,000860,001250,012610,006890,033920,011700,024090,009070
2,009830,036460,006040,016380,007310,006280,010690,016800,003920,001520,005390,001250,006890,011700,003550,000100,000210,007700,001040,017800,001740,017960,034120,007570,016580,004380,014530,009180,017040,004060
3,009830,007310,006280,010690,016800,001520,001250,000100,007700,017800,001740,017960,004380,014530,017040,010950,006740,014680,004170,006120,018670,001630,001820,003570,011760,012610,000390,003720,002170,009070
4,007310,016800,001520,001250,017800,001740,004380,017040,006740,003570,003720,005490,012330,003550,003490,000720,011790,001040,006040,007340,005090,001530,007810,005720,003160,020120,006890,011700,002700,005430
5,007310,001520,001740,017040,003720,005490,012330,003550,000720,001040,005090,001530,005720,003160,011700,002700,000100,012450,006280,018670,004150,010690,003920,009160,016580,010580,012610,033920,009070,009470
6,007310,001520,017040,005490,003550,005090,006280,018670,003920,016580,010580,012610,033920,009070,009470,010950,000240,021240,002790,006120,016380,001120,001390,001820,016800,029530,002310,002390,014530,010100
7,007310,001520,017040,005490,003550,005090,018670,003920,009070,009470,021240,006120,016800,029530,014530,010100,004800,001630,007340,004150,010690,003280,025620,011760,001250,006890,003720,011700,002700,005430
8,007310,001520,017040,005490,003550,005090,018670,009070,009470,014530,004150,010690,003280,011760,002700,018880,002380,005610,006360,003030,006650,001820,017390,003570,016580,005720,003160,020120,007210,011280
9,009070,009470,003280,011760,002700,018880,006650,003570,016580,020120,033780,009830,004020,006740,019170,001470,001680,034120,007690,000680,007810,000430,016800,010580,015360,012170,007160,002390,005680,000500
10,009470,011760,006650,004020,006740,001470,007690,007810,000430,012170,005490,006400,003550,011790,006280,023590,002350,001390,005090,003920,001520,002310,005720,004840,033530,007210,011280,000390,017040,000300
11,011760,006650,004020,006740,001470,012170,005490,003550,006280,002350,005090,001520,007210,000390,017040,000300,018880,000210,036460,001040,006040,001740,007340,003090,004150,017390,010580,004360,020120,006490
12,006650,012170,003550,006280,002350,005090,001520,000300,006040,001740,007340,010580,004360,020120,006400,012330,010950,021240,002790,012750,018670,001390,025540,003280,024720,001340,016800,003920,011280,011700
13,003550,006280,001520,006040,001740,007340,010580,020120,006400,012330,010950,003280,024720,011700,005490,035720,011200,018880,000210,001040,003030,001820,007810,029530,002310,011760,000390,009190,002700,017040
14,001520,001740,010580,020120,012330,010950,024720,005490,035720,000210,007810,011760,000390,002700,021240,012750,018670,019170,029460,002350,006650,001390,017390,016580,005720,003070,010820,011300,002600,018500
15,001740,010580,020120,012330,035720,011760,021240,029460,006650,001390,017390,005720,002600,006400,003550,011200,006040,026890,005880,025540,005090,003280,003920,015360,012170,003160,002390,009190,009470,017040
16,001740,010580,021240,029460,006650,017390,002600,006400,003550,006040,003920,015360,003160,002390,009190,005490,018880,012750,007310,005610,002710,018670,004150,029530,016580,000490,011280,000040,002700,018500
17,001740,010580,006650,017390,006400,003550,015360,005610,016580,011280,000040,018500,033780,006110,004800,019170,007340,002350,003030,007460,025620,024720,001520,011760,020120,010820,000500,024090,009470,017040
18,010580,006650,017390,015360,005610,011280,018500,033780,019170,002350,003030,025620,024720,001520,011760,010820,000500,024090,001680,033180,007690,000430,005010,003070,009580,015230,005680,004720,002700,000300
19,010580,015360,005610,019170,024720,001680,007690,000430,005680,004720,035720,003410,011780,004990,002710,007460,004490,007570,016580,015890,013570,004360,004250,003160,002100,000390,004080,000040,017550,007980
20,010580,019170,007690,005680,002710,007460,002100,004080,000040,017550,007980,003550,033780,010130,010950,018880,000210,000150,001740,004710,004690,005950,004430,025860,009580,024900,010820,011280,002780,009190
21,007690,005680,002710,000040,033780,018880,001740,005950,010820,009190,005490,004020,006740,004170,006040,005610,006280,001230,007340,006650,000430,001340,007570,005390,012170,001360,004720,001080,002700,024090
22,007690,005680,033780,001740,005610,012170,002700,024090,035720,000150,003230,019170,002350,007460,001680,001390,025540,011930,003000,002030,024720,017390,029530,013570,004360,020120,000500,004080,000300,004140
23,007690,033780,012170,003230,019170,001390,002030,017390,013570,020120,004140,014680,006120,017800,002380,006040,001440,018670,001230,004710,025620,004430,007810,016580,005390,005720,024900,011280,009180,023810
24,007690,033780,003230,019170,001390,020120,018670,025620,007810,024900,009180,035720,003410,001740,002710,006280,007340,000070,006650,004490,004690,017940,010580,004250,011690,009190,024090,005430,002600,007120
25,007690,033780,003230,020120,018670,024900,003410,000070,004490,011690,001570,017800,002380,004000,005610,005180,002030,004430,025860,017390,016580,015360,004980,005720,009580,002100,002390,002780,017550,004090
26,007690,003230,003410,005610,004430,025860,009580,004090,010130,018880,012630,011780,006110,001740,001230,007460,025620,001340,016800,003570,010580,013570,004250,011280,001080,006890,004080,009180,009190,005430
27,007690,003410,005610,025860,010130,012630,001230,007460,001340,003570,004250,001080,004080,009180,009190,005430,001680,020000,024720,029530,002100,015230,024900,010820,008700,014530,010100,000040,024090,017040
28,007690,005610,007460,003570,009180,009190,005430,029530,010820,014530,009540,004170,006120,001440,018670,019170,001390,003000,025620,005950,000430,016800,015360,015890,013570,014790,011280,011690,033920,004090
29,007690,003570,009180,029530,004170,001390,016800,013570,004090,000270,035720,001570,012630,002710,011810,000070,033180,004710,001780,004430,025860,004360,001130,004250,015230,033530,005680,002780,001080,008700
30,007690,009180,016800,013570,004090,001570,011810,000070,004710,001780,001130,004250,033530,002780,008700,011170,009830,001040,014680,000150,001630,007460,004490,020000,015890,002020,035000,010040,002450,007120
31,007690,013570,004090,000070,004710,008700,009830,007460,003490,000240,004170,017800,003230,019170,002840,025540,003000,002030,004430,003570,004360,012170,020120,024900,007210,014530,005960,002700,024090,000300
32,007690,004090,007460,003230,002030,003570,012170,020120,024900,014530,024090,014680,018670,001230,002620,003030,004490,025620,007810,016800,001520,006840,015890,005720,033530,002780,001080,009180,008970,023810
33,007690,004090,007460,003230,003570,012170,020120,014530,003030,025620,006840,033530,002780,000270,011170,012630,001040,019170,011930,033180,004710,025860,005010,002020,001130,011690,008700,000500,005430,000300
34,007690,004090,012170,002780,001040,033180,004710,025860,005010,000300,001570,004020,014680,006110,001230,002620,000070,006650,004490,005180,025540,003280,001820,016800,001520,003200,005720,002100,035000,000520
35,033180,025860,000300,001230,002620,000070,006650,001520,005930,006400,012630,012750,006280,003230,001120,018670,001430,002840,007460,005740,003570,009160,010580,015890,004980,024900,014530,011700,009190,002450
36,025860,000300,001230,006650,001520,006400,012630,012750,001120,018670,001430,002840,007460,005740,010580,015890,004980,011810,007690,001820,011760,012320,004360,003200,033530,011280,000390,008700,035000,024090
37,006400,012630,012750,001430,002840,007460,010580,015890,011810,001820,012320,010130,010950,000240,014680,006040,002620,012030,003570,007540,009160,002020,004250,012170,007210,014530,009190,006370,009070,004540
38,012630,002840,007460,010580,001820,004250,012170,007210,014530,009190,004170,005610,001120,018670,001230,000670,006650,003240,033180,007690,000430,017390,005720,020120,011280,035000,017900,000040,017040,002600
39,002840,007210,014530,009190,001120,006650,007690,000430,011280,035000,006400,011200,012750,014680,006040,007310,025860,003220,009160,011760,012320,015360,015890,003200,014790,002170,002700,006370,009070,004830
40,002840,009190,007690,035000,012750,014680,009160,012320,003200,004830,000270,030200,000100,004170,000150,006280,002620,001060,000070,033180,002030,004710,001820,001520,011000,004980,024900,033530,005680,000300
41,007690,012750,014680,009160,012320,003200,004170,006280,001820,033530,000300,001120,019170,029460,004490,025860,003570,000020,015890,002810,016590,025000,002390,011690,002170,014530,005960,004090,002600,023810
42,012750,009160,004170,001820,033530,000300,019170,025860,003570,015890,025000,011690,002170,014530,005960,004090,005610,018670,001230,003300,001520,012170,020120,024900,007210,014790,011280,000500,000040,002700
43,012750,033530,025860,003570,015890,011690,002170,014530,005610,001520,012170,020120,000040,005930,002620,007340,006650,033180,004710,007690,000430,005010,010580,015360,003200,005720,005680,010100,024090,000520
44,033530,003570,011690,014530,005610,000040,007340,006650,007690,000430,010580,011200,014680,004170,006040,006280,001120,018670,011930,001820,003220,009290,009160,011760,004980,014790,035000,009190,002700,009070
45,005610,007340,010580,011200,014680,006040,006280,018670,011930,009160,009190,006400,003550,001740,002840,002240,004710,017940,025860,003920,001520,015360,003200,007210,011280,002170,010100,000520,000300,002460
46,005610,007340,010580,014680,006280,018670,011930,003550,001520,011280,000520,000300,005490,003490,000720,003300,000230,001530,025620,000430,007570,002020,004560,024900,000390,000970,006490,017900,002700,007120
47,007340,010580,006280,000520,000720,000230,001530,007570,004560,000390,006400,010130,011200,004170,006040,002840,009160,005390,012320,015360,004980,005720,004250,007210,002170,014530,010100,009190,004830,002460
48,010580,006280,007570,004560,010130,004170,006040,005390,004250,007210,002170,010100,003550,000100,000120,005610,001060,004150,005950,017940,000430,002990,017390,001790,002020,016590,035000,002700,006370,007980
49,004170,005390,010100,005950,002990,002020,016590,035000,002700,006400,012630,012750,014680,002710,029460,006650,002240,007690,001340,016800,001520,002390,014280,005680,001080,011690,012800,009190,004830,007120
50,004170,005390,035000,002700,006400,014680,001520,005380,003490,000100,007700,000120,001440,005610,006280,009450,000230,001530,025860,029530,003570,009160,010580,004560,002100,024900,033920,002170,024090,000300
51,004170,002700,014680,001520,007700,000120,005610,000230,001530,029530,003570,009160,002170,000300,035720,000720,003300,019170,003030,002240,004150,002990,017390,007570,012320,002020,011280,000390,011690,017900
