,0
0,1000.0
1,2920.5559400135053
2,3114.226604032064
3,3327.4768646699918
4,3636.1996642827903
5,3753.3486440052857
6,3632.1818236983295
7,3706.807831773902
8,3550.8794440859983
9,3584.9374395258283
10,3558.220188349451
11,3477.807511158815
12,3425.690680178205
13,3314.9052947658606
14,3386.23981510546
15,3573.491117964152
16,3627.0575263790242
17,3713.946921920292
18,3884.3913270294825
19,3873.42972479227
20,3723.5626587928746
21,3729.0742713562463
22,3481.3719117548417
23,3521.410476198533
24,3691.918627477854
25,3685.5929776747553
26,3769.3622187111173
27,3828.8582585587183
28,3816.887805959973
29,4006.4061815393225
30,3960.8891236566824
31,3817.5813600045326
32,3827.4916820588146
33,3683.767006259661
34,3766.593239611478
35,3885.567923107287
36,3824.3251187350893
37,4122.134036327054
38,3889.0255909315306
39,4018.556941426569
40,4462.738297936788
41,4378.6067843028195
42,4134.954219727444
43,3944.956725186462
44,4059.5537844089345
45,3992.5272202198503
46,3396.3379745688576
47,3616.685042511009
48,3536.1844378389733
49,3774.083682780531
50,3823.7029981131027
51,3837.996524827094
52,3934.487353190684
53,3792.4420994277293
54,3850.782652498346
55,3615.8181755659207
56,3585.307066550231
57,3660.4339154071636
58,3633.6810210625017
59,3603.1150600485603
60,3643.942200630457
61,3362.4334382698353
62,3114.1279038272305
63,2700.2971884460303
64,3242.9697268688037
65,3329.7567182993557
66,3262.2013781984274
67,3543.1760338788563
68,3722.0844255415936
69,3760.4218445670062
70,3806.000815289197
71,4269.73267126832
72,4440.4164462061835
73,4361.707700173567
74,4565.014084458444
75,4911.086985652024
76,5104.398721453591
77,5216.431837334972
78,5693.69963952902
79,5561.2361463126645
80,5544.118246691258
81,5522.294558723552
82,5465.112637997845
83,4772.678164365646
84,5113.827853763809
85,4662.684598458098
86,4952.561503787147
87,5272.921347867163
88,5536.816915670133
89,5345.866369342512
90,4618.329462329952
91,4755.179729983105
92,4975.0430992134025
93,4238.128551426147
94,4445.124016066998
95,4820.29865630687
96,4479.09350872641
97,4793.780857771147
98,4847.280413256415
99,4935.276317095884
100,4932.658311083536
101,4920.677027081279
102,4957.781538637793
103,4931.740813026961
104,4994.076660007841
