,0
0,1000.0
1,1947.2622898773495
2,2102.1745537460984
3,2201.100621166219
4,2278.675145648367
5,2462.541400957855
6,2453.034118316704
7,2366.7974196408127
8,2282.06025386194
9,2324.505096796808
10,2357.1988240476912
11,2325.4946471617895
12,2288.8015272730545
13,2295.127694315321
14,2237.2935606267292
15,2300.019186661897
16,2380.1070474442963
17,2405.484606862822
18,2367.8462498217414
19,2413.26082653068
20,2249.5413611546865
21,2306.029196869096
22,2147.5526053521394
23,2204.586876697667
24,2319.2845965307524
25,2275.545633132981
26,2333.9117496723748
27,2323.951521336592
28,2284.622404023295
29,2403.562105966597
30,2426.918053684677
31,2322.3748039271877
32,2297.7243753488874
33,2139.318406328656
34,2256.5200916592203
35,2570.2756227365235
36,2578.6500686780096
37,2794.340568789781
38,2656.3079580336307
39,2610.3850079261283
40,2751.538579868528
41,2945.649348870387
42,2806.441357156616
43,2654.774267450928
44,2798.1283821955735
45,2864.453021640948
46,2417.9744145551185
47,2580.379782093707
48,2553.9255229461114
49,2763.932120785519
50,2878.8336324887996
51,2875.4301890071647
52,2968.052350364847
53,2765.61467838545
54,2833.9596237808887
55,2608.323199643885
56,2591.303000796342
57,2740.2267341676384
58,2678.6172005157214
59,2704.3962329710257
60,2749.084208975831
61,2628.3590167747375
62,2329.910706808046
63,2056.217425578628
64,2430.5823721932843
65,2553.3591535394894
66,2494.107339490939
67,2816.930734266223
68,2924.9323085110796
69,2915.6522846450457
70,2868.5911513397887
71,3311.302828004234
72,3585.363619540256
73,3734.0946137723713
74,3856.784733594005
75,3997.3844516412714
76,4392.003834843957
77,4731.749378464177
78,4905.494326564872
79,4661.255305418164
80,4582.289250634652
81,4484.436002876643
82,4385.707612548496
83,3971.427600139434
84,4338.1259664322215
85,3932.2717859407803
86,3985.5686912285
87,4284.534397942164
88,4506.001481228086
89,4503.56868729104
90,3860.4159061623764
91,4031.837437901425
92,4175.466020257785
93,3607.8019135350296
94,3642.6927728858464
95,4089.326022888403
96,3872.2657293828106
97,4209.309439650121
98,4287.2131535496865
99,4543.292379375699
100,4520.4840798572795
101,4523.299145770595
102,4896.108682408059
103,4828.023779944523
104,4838.304713431504
