,0
0,1000.0
1,985.1718738304446
2,1073.112078797094
3,1114.008859906523
4,1196.9148393877306
5,1198.7984846605207
6,1209.9017344031415
7,1226.1740869263947
8,1195.315017256181
9,1253.5498729294366
10,1283.6505884600133
11,1259.4061659570464
12,1257.8080470635034
13,1243.7057602278467
14,1263.2614536037815
15,1323.401012568221
16,1371.7315440792606
17,1394.5156212462064
18,1470.4460997373528
19,1455.7792163685854
20,1406.0163261178604
21,1430.2544891239347
22,1306.2954748848538
23,1316.918489299236
24,1384.4617828811456
25,1365.3349357522754
26,1406.6221458155208
27,1415.1447466284249
28,1402.8065416061584
29,1440.7423683835236
30,1416.6826568225267
31,1380.887067253776
32,1363.6521949831465
33,1263.952464159825
34,1326.1775464815032
35,1380.4891859415195
36,1391.8867861254291
37,1503.9592264099394
38,1403.110161038311
39,1430.2459804486268
40,1579.2461289996957
41,1680.0908806260056
42,1596.7411895873154
43,1499.6967929055813
44,1551.9771427527678
45,1537.7136317215143
46,1288.8005200305797
47,1381.596072673409
48,1348.473483198489
49,1462.870112930656
50,1531.4544038627398
51,1522.9838105580873
52,1609.7227170915378
53,1519.404064681237
54,1547.6622688160833
55,1461.1723875207772
56,1424.9635031400337
57,1448.422952454106
58,1501.7785246315452
59,1526.4122199379815
60,1562.627899856966
61,1441.123269477406
62,1313.1942528235109
63,1202.9258783088414
64,1398.838553320603
65,1477.7342280658625
66,1448.221372563932
67,1556.340976771369
68,1638.4258526105045
69,1642.4785485809402
70,1647.7074137494049
71,1907.7669905912142
72,1935.3256726548007
73,2034.1301393417032
74,2113.0307908479826
75,2237.3392251665264
76,2438.987114888353
77,2547.3347492888906
78,2602.6842596613183
79,2468.6701051579257
80,2406.561331753761
81,2403.6984669518897
82,2379.2302683896205
83,2086.365184243551
84,2246.853242008518
85,2047.577554402748
86,2167.2037234863096
87,2371.171316271404
88,2487.8880573909
89,2479.1467380366726
90,2141.3710992955407
91,2212.8673435515097
92,2350.5149161855416
93,2046.11783112713
94,2155.3320558495348
95,2321.2008093349095
96,2143.1886981129896
97,2301.9279469096286
98,2345.2533840944748
99,2383.3442108595436
100,2395.765521452848
101,2433.6521363867255
102,2439.358607900151
103,2374.0799292785473
104,2351.7588605908422
