,0
0,0.0
1,-0.90817842853822
2,6.022110730805297
3,11.109779688424881
4,18.721172355633552
5,23.662248009596333
6,23.61583579938813
7,23.92305323457893
8,19.302772317882443
9,24.48210855893562
10,26.714096025823686
11,23.238997991480083
12,24.101861473484032
13,23.220284395664457
14,26.58446103679257
15,32.72614376305969
16,37.931425816278285
17,39.09646584208537
18,44.15060921403191
19,43.10527540304952
20,37.44106499970214
21,39.80734712201739
22,29.273532979614792
23,30.639922486380744
24,36.008306523302714
25,33.58639525225908
26,38.36583408272889
27,38.70559154547539
28,35.44543783827292
29,41.355603813001764
30,38.88743410949793
31,33.92007983046521
32,32.70645269877968
33,24.61909221264498
34,29.775771928724247
35,49.98646693085915
36,50.70418406537076
37,64.25182621003425
38,53.39528306465393
39,65.42279264777282
40,86.71150101160114
41,103.11262902872471
42,91.40290242172664
43,80.03929027276095
44,85.76047636987647
45,82.78686925046284
46,53.60543068717718
47,64.69325645136425
48,60.658380260917276
49,72.64313333056
50,79.86734032699675
51,79.92658436162301
52,88.10477847433368
53,78.52354672461766
54,82.99624982300608
55,73.80667578331095
56,66.39956411680083
57,65.87561799188815
58,71.99126308391459
59,74.94446626670957
60,77.82676146541596
61,62.48513920573995
62,49.00013244566068
63,37.2083659829588
64,59.435359851168016
65,69.88351906817446
66,68.7881365780743
67,84.57007534773564
68,93.44925063483028
69,94.62930907780974
70,94.48570656570163
71,121.94903408131933
72,127.48722792051046
73,146.50113022709726
74,154.36578740958873
75,167.36846451511406
76,189.3552036310791
77,208.88760963597792
78,226.2354497526194
79,210.3032201430259
80,207.82935863851947
81,208.25433161373576
82,205.6531345869829
83,174.38427281176288
84,195.95730767102754
85,163.3748520319835
86,178.83468954794378
87,203.24477782773167
88,210.1445750972723
89,210.51133060354005
90,168.8568044372072
91,174.80567128258735
92,192.71619529676173
93,148.2354303572048
94,153.57061218526346
95,174.88911034016434
96,154.84730115707075
97,172.9922976549217
98,176.02807937775876
99,181.1972354520488
100,181.37943823383927
101,185.108440803707
102,183.5611844419039
103,175.75152906340662
104,171.90744615698924
