,0
0,1000.0
1,1440.0471086787259
2,1560.0274243734461
3,1639.1409076068478
4,1756.4939717852078
5,1784.3505195008618
6,1799.8827279413463
7,1716.1440647565341
8,1636.9371656797214
9,1643.547280169891
10,1666.6513833534284
11,1605.1573335948212
12,1586.2765937985343
13,1571.675281549627
14,1571.884824006342
15,1639.9246223351536
16,1662.7641972894126
17,1684.6640804174933
18,1700.3362848447841
19,1721.9678099590783
20,1652.3958579421865
21,1666.1860683681198
22,1534.5214753857272
23,1520.2018891256369
24,1579.604327103481
25,1554.063564209462
26,1624.3017496118157
27,1633.6572763529605
28,1627.648966370928
29,1699.114007663606
30,1647.1498902707235
31,1600.352668732996
32,1588.4256436385117
33,1478.3163384439436
34,1510.8093938915642
35,1758.6972418615026
36,1756.5955245183184
37,1897.7745312557554
38,1828.2891439747816
39,1869.6369341731943
40,2056.1497522711798
41,2104.4917998963497
42,1961.54619877773
43,1887.368189273795
44,1938.4070783636632
45,1944.6394994756936
46,1609.0290218902767
47,1699.1534616757083
48,1678.4292905129034
49,1879.224712230138
50,1863.2831313366207
51,1841.3222188499878
52,1907.53219202038
53,1753.9198182677671
54,1774.4680948275566
55,1601.8198712649046
56,1540.6370676707336
57,1605.6868674816674
58,1651.3646777900528
59,1644.5262453534012
60,1673.6812534740654
61,1526.745871617453
62,1360.4807544114476
63,1151.4578896117569
64,1343.8233931058317
65,1498.6241863376222
66,1479.4277903912928
67,1690.5105712667298
68,1737.3242011156708
69,1735.3749840641503
70,1723.3392297281414
71,2036.79212251661
72,2172.820328252141
73,2334.7181952825595
74,2394.5276215382455
75,2488.9363126651615
76,2663.2406831499693
77,2829.461081586141
78,2964.9039747251154
79,2921.7425983911526
80,2826.7010159131473
81,2754.1639870907557
82,2676.4049046852406
83,2335.500997612355
84,2532.4618501367922
85,2318.129890716476
86,2458.421009194184
87,2585.8694729569934
88,2795.4271838962673
89,2774.6672532516372
90,2414.2620893032054
91,2509.9572028798752
92,2588.823191485311
93,2235.2616476554517
94,2266.5450832788592
95,2495.332604845092
96,2375.4325525106387
97,2529.657154721242
98,2605.4191041589347
99,2803.340875904325
100,2776.6564221135613
101,2783.7430070703126
102,2780.711959758348
103,2737.4389190513693
104,2732.2392266001357
