,0
0,0.0
1,106.24943930210469
2,121.45421522539625
3,131.4151674484402
4,147.05702507116055
5,147.07598796385776
6,148.39593005810138
7,144.47918410258436
8,136.2752584041932
9,145.359180975687
10,149.52534844298185
11,145.99944998981508
12,136.31349582046073
13,139.07509042466307
14,136.79943749703688
15,143.34321767491804
16,150.3073953368511
17,153.43878832497114
18,152.33560791342194
19,152.51376286062802
20,144.27584231521814
21,150.30439660131913
22,129.42942627975506
23,130.0413319975101
24,144.73784713874437
25,145.73416876411264
26,152.34371877347974
27,153.81395695045867
28,144.8413564055472
29,154.15171761954016
30,153.06516273612704
31,144.39326790346007
32,140.0527067484289
33,122.57374288238512
34,133.6915174375727
35,145.9552832118177
36,145.23206847603137
37,162.38170671039188
38,148.93365169519447
39,149.30002628812554
40,171.46072363642992
41,182.27663111374034
42,167.3451543868954
43,153.1984089782219
44,166.63566717015965
45,169.510185118104
46,123.04674699208253
47,137.59420417016116
48,131.04861700510716
49,152.96322104077908
50,164.9984984815024
51,166.93830151816763
52,179.90903218017942
53,160.23484423777919
54,165.20269535201817
55,145.48971116379943
56,140.00245418887326
57,143.45760908235303
58,140.19828219094273
59,142.6796854140372
60,152.472772835214
61,135.67754833973447
62,116.3907081521479
63,94.25429622718815
64,128.27587792452994
65,136.58509883830067
66,129.56596978546307
67,157.04204866297005
68,166.6687885401187
69,166.5739746756445
70,161.61591254621078
71,200.76971886749627
72,222.14267098500065
73,248.86306929003416
74,261.47275376606467
75,278.4597361002441
76,311.8700485031128
77,348.78582455068096
78,355.4557285317431
79,334.76884669000253
80,325.9054524324003
81,321.69608406311767
82,313.6239662415136
83,263.5118724952109
84,301.51989827518895
85,272.98607731418974
86,288.63507029632893
87,312.3697877300616
88,336.7651124560859
89,335.55690420195543
90,284.362888504977
91,299.114068116527
92,320.79864798823473
93,277.69988873298746
94,301.46983851375705
95,333.9058708418045
96,312.6581178267215
97,349.2835412330224
98,355.7882521646672
99,366.63896996725407
100,373.7064103872015
101,381.85318227394373
102,407.63751558605526
103,397.407494112095
104,396.6319830491116
