,0
0,1000.0
1,2004.0478175943117
2,2170.368973280079
3,2287.6255917983653
4,2357.790517742905
5,2410.998805877341
6,2382.6239766923304
7,2316.769411083409
8,2194.3690400811156
9,2233.3101440201604
10,2260.9018504469886
11,2220.6752908083886
12,2195.32161025519
13,2218.077060748882
14,2174.383882845752
15,2242.421228093131
16,2326.712872148633
17,2297.179950828485
18,2284.9585744878177
19,2344.867032438718
20,2220.3091904580406
21,2276.8183354574085
22,2081.3766349771017
23,2129.6606224593074
24,2240.9158763106116
25,2207.0142384087753
26,2263.3738896668356
27,2267.384319705406
28,2225.5129253226623
29,2360.866864337338
30,2339.3368921975034
31,2249.219737295155
32,2196.0087546187324
33,2019.8949795651838
34,2135.97268024943
35,2503.996589259004
36,2482.530902510862
37,2664.314155603171
38,2525.6427885001713
39,2528.437136483887
40,2698.247115034565
41,2810.6374163313244
42,2613.063186469235
43,2444.892834843779
44,2552.8922168305508
45,2609.248633446776
46,2176.843092422858
47,2272.756175887469
48,2231.5471357205306
49,2463.759411209829
50,2572.408525117582
51,2566.4142260238814
52,2643.8185641875903
53,2430.79094905524
54,2505.1429258842163
55,2303.318686739663
56,2321.8157068618652
57,2421.5043495164305
58,2384.4181432685823
59,2402.3576236640274
60,2457.839626680911
61,2298.5582738754697
62,2110.097843297239
63,1881.5028064189698
64,2220.8480850015058
65,2400.5348725995077
66,2428.830853284573
67,2703.440558489997
68,2820.0800460375394
69,2798.9146057365815
70,2736.522719857522
71,3158.372078023956
72,3423.734102144636
73,3572.6575290839223
74,3712.1065455726452
75,3806.673524721929
76,4182.693832741716
77,4539.626928590756
78,4747.988240765661
79,4534.358332689693
80,4476.050770133286
81,4434.734973035686
82,4368.357792347594
83,3885.932100438688
84,4313.560519522069
85,3923.005116934858
86,4101.885162764695
87,4389.243668070561
88,4717.188827818035
89,4671.784083315412
90,4077.8392462957827
91,4280.326922256658
92,4442.042277915573
93,3765.6353247509373
94,3817.654681944508
95,4319.314710640991
96,4063.1901907053707
97,4409.000667886882
98,4541.800979884974
99,4832.372996356793
100,4908.312128146104
101,4933.715099764534
102,5373.37458896931
103,5437.087920260996
104,5476.208872973879
